0	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000091896	18	35931212	35966826	+	protein_coding	Ube2d2
ENSMUSG00000095687	NA	NA	NA	NA	NA	NA
ENSMUSG00000082233	15	77273714	77274850	-	pseudogene	Gm6506
ENSMUSG00000028864	5	16059367	16125257	+	protein_coding	Hgf
ENSMUSG00000034485	9	60642354	60728177	+	protein_coding	Uaca
ENSMUSG00000034059	2	84574214	84578812	+	protein_coding	Ypel4
ENSMUSG00000033972	17	22474955	22498367	-	protein_coding	Zfp944
ENSMUSG00000050526	1	136282516	136287560	+	protein_coding	4933406M09Rik
ENSMUSG00000026437	1	134010126	134036262	-	protein_coding	Cdk18
ENSMUSG00000078141	13	12794628	12794856	+	protein_coding	Gm2399
ENSMUSG00000027333	2	131317231	131351658	+	protein_coding	Smox
ENSMUSG00000025163	11	120898060	120900732	-	protein_coding	Cd7
ENSMUSG00000010911	2	102913831	102932801	+	protein_coding	Apip
ENSMUSG00000035451	12	58641617	58647108	-	protein_coding	Foxa1
ENSMUSG00000054988	3	20213394	20266099	-	protein_coding	Agtr1b
ENSMUSG00000035692	4	155573532	155574927	-	protein_coding	Isg15
ENSMUSG00000036570	7	31836699	31840675	-	protein_coding	Fxyd1
ENSMUSG00000060376	7	26414870	26443780	-	protein_coding	Bckdha
ENSMUSG00000041530	4	126112255	126145878	-	protein_coding	Eif2c1
ENSMUSG00000091345	9	105758399	105862974	-	protein_coding	Col6a5
ENSMUSG00000076615	12	114597875	114599443	-	IG_C_gene	AI324046
ENSMUSG00000094689	NA	NA	NA	NA	NA	NA
ENSMUSG00000069135	17	8358365	8389669	+	protein_coding	Fgfr1op
ENSMUSG00000023011	15	99327435	99358448	-	protein_coding	Faim2
ENSMUSG00000041515	8	123260257	123280594	+	protein_coding	Irf8
ENSMUSG00000060671	3	89743402	89767430	-	protein_coding	Atp8b2
ENSMUSG00000095514	NA	NA	NA	NA	NA	NA
ENSMUSG00000001228	17	56442743	56462909	+	protein_coding	Uhrf1
ENSMUSG00000078087	7	63269302	63269797	+	protein_coding	Gm15887
ENSMUSG00000028776	4	129841697	129852366	-	protein_coding	Tinagl1
ENSMUSG00000045038	17	86567124	87057259	+	protein_coding	Prkce
ENSMUSG00000039200	16	10192804	10243144	+	protein_coding	Atf7ip2
ENSMUSG00000053830	10	71772068	71773907	+	pseudogene	Gm9923
ENSMUSG00000001786	10	85484716	85514618	+	protein_coding	Fbxo7
ENSMUSG00000094392	NA	NA	NA	NA	NA	NA
ENSMUSG00000031722	8	112099029	112103072	-	protein_coding	Hp
ENSMUSG00000044501	17	22498419	22514248	+	protein_coding	Zfp758
ENSMUSG00000014602	1	94912032	94998442	-	protein_coding	Kif1a
ENSMUSG00000046768	12	76409308	76502443	+	protein_coding	Rhoj
ENSMUSG00000096824	NA	NA	NA	NA	NA	NA
ENSMUSG00000076646	12	115034353	115034778	-	IG_V_gene	Gm16887
ENSMUSG00000034648	6	107479778	107520204	+	protein_coding	Lrrn1
ENSMUSG00000107628	NA	NA	NA	NA	NA	NA
ENSMUSG00000024236	18	4920537	5119297	+	protein_coding	Svil
ENSMUSG00000058669	12	57712375	57714271	-	protein_coding	Nkx2-9
ENSMUSG00000039954	18	43367350	43477135	+	protein_coding	Stk32a
ENSMUSG00000060989	4	12159926	12165171	+	pseudogene	Gm11847
ENSMUSG00000052712	17	29405732	29439826	+	protein_coding	BC004004
ENSMUSG00000032564	9	104449615	104936874	+	protein_coding	Cpne4
ENSMUSG00000054517	11	115983159	115992442	-	protein_coding	Trim65
ENSMUSG00000078886	2	175964462	175979435	+	protein_coding	Gm2026
ENSMUSG00000025232	9	59387473	59412914	+	protein_coding	Hexa
ENSMUSG00000023505	6	124779564	124783719	+	protein_coding	Cdca3
ENSMUSG00000006435	19	47253309	47333930	+	protein_coding	Neurl1a
ENSMUSG00000094051	NA	NA	NA	NA	NA	NA
ENSMUSG00000052942	19	28333340	28754567	-	protein_coding	Glis3
ENSMUSG00000081218	X	24129375	24152021	-	protein_coding	Gm4297
ENSMUSG00000070323	9	7571395	7581885	+	protein_coding	Mmp27
ENSMUSG00000037169	12	12942901	12948720	-	protein_coding	Mycn
ENSMUSG00000031209	X	93650697	93769824	+	protein_coding	Heph
ENSMUSG00000025272	X	147079846	147092126	-	protein_coding	Tro
ENSMUSG00000028528	4	101169252	101315404	+	protein_coding	Dnajc6
ENSMUSG00000019951	10	89207735	89282614	+	protein_coding	Uhrf1bp1l
ENSMUSG00000080885	19	37369644	37370286	-	pseudogene	Gm4167
ENSMUSG00000000317	11	70037629	70043300	-	protein_coding	Bcl6b
ENSMUSG00000026207	1	75371871	75428895	+	protein_coding	Speg
ENSMUSG00000074677	3	15695144	15748528	-	protein_coding	Sirpb1c
ENSMUSG00000034371	19	10662280	10679922	-	protein_coding	Dak
ENSMUSG00000053603	10	80645349	80646594	-	protein_coding	4930442H23Rik
ENSMUSG00000095028	NA	NA	NA	NA	NA	NA
ENSMUSG00000058624	19	21465796	21547935	-	protein_coding	Gda
ENSMUSG00000045551	17	18013434	18020904	-	protein_coding	Fpr1
ENSMUSG00000095294	NA	NA	NA	NA	NA	NA
ENSMUSG00000022818	16	20308459	20323138	-	protein_coding	Cyp2ab1
ENSMUSG00000017767	2	164651888	164654037	-	protein_coding	1700020C07Rik
ENSMUSG00000101838	NA	NA	NA	NA	NA	NA
ENSMUSG00000069792	11	83517492	83519770	+	protein_coding	Gm11428
ENSMUSG00000007038	17	35068197	35072898	+	protein_coding	Neu1
ENSMUSG00000027367	2	127095953	127124670	+	protein_coding	Stard7
ENSMUSG00000053121	5	30062176	30062476	-	protein_coding	Gm5129
ENSMUSG00000076621	12	114667991	114668044	-	IG_J_gene	Gm16878
ENSMUSG00000021118	12	79989677	80007951	-	protein_coding	Plek2
ENSMUSG00000084858	2	175392170	175395912	-	pseudogene	Gm1980
ENSMUSG00000025804	9	123876958	123883525	-	protein_coding	Ccr1
ENSMUSG00000083337	11	96109946	96110503	+	pseudogene	Gm11539
ENSMUSG00000071303	10	56074217	56074904	-	protein_coding	Rps8-ps1
ENSMUSG00000067591	6	130273306	130287592	-	protein_coding	Klra3
ENSMUSG00000027293	2	119914910	119980342	-	protein_coding	Ehd4
ENSMUSG00000079845	X	70319683	70327817	-	protein_coding	Xlr4a
ENSMUSG00000031156	X	7461166	7471618	+	protein_coding	Slc35a2
ENSMUSG00000031375	X	70728940	70741272	+	protein_coding	Bgn
ENSMUSG00000067919	4	146395958	146434903	+	protein_coding	Gm13138
ENSMUSG00000018965	5	33361464	33370615	+	protein_coding	Ywhah
ENSMUSG00000038020	11	98698098	98715011	+	protein_coding	Rapgefl1
ENSMUSG00000037996	4	86629027	86876381	-	protein_coding	Slc24a2
ENSMUSG00000019852	10	18307816	18463564	-	protein_coding	D10Bwg1379e
ENSMUSG00000076620	12	114667724	114667778	-	IG_J_gene	Gm16879
ENSMUSG00000093963	NA	NA	NA	NA	NA	NA
ENSMUSG00000057244	5	130128826	130129760	-	protein_coding	Gm6139
ENSMUSG00000082180	11	54760936	54761390	+	pseudogene	Gm12230
ENSMUSG00000106248	NA	NA	NA	NA	NA	NA
ENSMUSG00000051934	15	98957008	99043637	+	protein_coding	Spats2
ENSMUSG00000092077	17	37436390	37437429	-	protein_coding	Olfr101
ENSMUSG00000070283	9	108468196	108469673	-	protein_coding	Ndufaf3
ENSMUSG00000023909	17	23873152	23877297	-	protein_coding	Paqr4
ENSMUSG00000018672	11	96711183	96722517	+	protein_coding	Copz2
ENSMUSG00000054850	X	53627786	53630976	+	protein_coding	Ncrna00086
ENSMUSG00000100862	NA	NA	NA	NA	NA	NA
ENSMUSG00000072721	6	130099123	130112587	-	pseudogene	Klra14
ENSMUSG00000000402	X	162960938	163023652	-	protein_coding	Egfl6
ENSMUSG00000052794	8	74967778	74984900	+	protein_coding	1700030K09Rik
ENSMUSG00000026407	1	137949326	138016399	+	protein_coding	Cacna1s
ENSMUSG00000093392	NA	NA	NA	NA	NA	NA
ENSMUSG00000038665	6	36796021	37250184	-	protein_coding	Dgki
ENSMUSG00000026208	1	75356903	75365154	+	protein_coding	Des
ENSMUSG00000036853	3	145780422	145804770	+	protein_coding	Mcoln3
ENSMUSG00000107872	NA	NA	NA	NA	NA	NA
ENSMUSG00000029762	6	34304118	34318463	+	protein_coding	Akr1b8
ENSMUSG00000025969	1	62749858	62865269	+	protein_coding	Nrp2
ENSMUSG00000045064	12	86629540	86640308	+	protein_coding	Fam164c
ENSMUSG00000042451	1	136090024	136097808	+	protein_coding	Mybph
ENSMUSG00000022010	14	76814767	76907569	+	protein_coding	Tsc22d1
ENSMUSG00000044313	3	101616998	101652882	-	protein_coding	Mab21l3
ENSMUSG00000058240	16	91689566	91729220	-	protein_coding	Cryzl1
ENSMUSG00000032018	9	42062259	42072383	-	protein_coding	Sc5d
ENSMUSG00000030921	7	111557538	111613707	-	protein_coding	Trim30a
ENSMUSG00000022040	14	66703213	66743337	-	protein_coding	Ephx2
ENSMUSG00000078780	3	15848069	15906332	-	protein_coding	Gm5150
ENSMUSG00000076498	6	41496728	41498180	+	IG_C_gene	Trbc2
ENSMUSG00000099980	NA	NA	NA	NA	NA	NA
ENSMUSG00000024424	18	12758434	12895559	+	protein_coding	Ttc39c
ENSMUSG00000045775	11	115323787	115335712	+	protein_coding	Slc16a5
ENSMUSG00000073435	17	25033444	25034467	+	protein_coding	Nme3
ENSMUSG00000009210	11	106226787	106238428	+	protein_coding	2310007L24Rik
ENSMUSG00000082945	11	94468715	94470350	+	pseudogene	Gm11540
ENSMUSG00000025933	1	21208655	21220248	+	protein_coding	Tmem14a
ENSMUSG00000025503	7	148578097	148588867	+	protein_coding	Taldo1
ENSMUSG00000022240	15	30102347	30959066	+	protein_coding	Ctnnd2
ENSMUSG00000095427	NA	NA	NA	NA	NA	NA
ENSMUSG00000026315	1	109486582	109505486	+	protein_coding	Serpinb8
ENSMUSG00000058672	13	34166169	34169877	-	protein_coding	Tubb2a
ENSMUSG00000031355	X	165233030	165742367	+	protein_coding	Arhgap6
ENSMUSG00000105432	NA	NA	NA	NA	NA	NA
ENSMUSG00000020140	10	114887366	115024836	-	protein_coding	Lgr5
ENSMUSG00000082480	2	143968223	143969109	-	pseudogene	Gm11687
ENSMUSG00000029727	5	138334159	138362847	-	protein_coding	Cyp3a13
ENSMUSG00000056071	3	90496553	90499643	-	protein_coding	S100a9
ENSMUSG00000022436	15	78730096	78749462	+	protein_coding	Sh3bp1
ENSMUSG00000067750	1	21339721	21342281	+	protein_coding	Khdc1a
ENSMUSG00000036442	8	108379002	108380850	+	protein_coding	Thap11
ENSMUSG00000024164	17	57343396	57367559	-	protein_coding	C3
ENSMUSG00000026686	1	169619369	169778872	+	protein_coding	Lmx1a
ENSMUSG00000000606	14	52030675	52039202	+	protein_coding	Vmn2r88
ENSMUSG00000034898	9	79662857	79825611	-	protein_coding	Filip1
ENSMUSG00000109143	NA	NA	NA	NA	NA	NA
ENSMUSG00000049122	4	73659337	73848118	+	protein_coding	Frmd3
ENSMUSG00000019487	17	57388873	57402846	+	protein_coding	Trip10
ENSMUSG00000028373	4	65041836	66065645	-	protein_coding	Astn2
ENSMUSG00000036087	5	73305542	73370068	+	protein_coding	Slain2
ENSMUSG00000002458	2	181423123	181428682	-	protein_coding	Rgs19
ENSMUSG00000022105	14	73583479	73725629	-	protein_coding	Rb1
ENSMUSG00000062083	19	50104613	50105225	-	protein_coding	Rpl13a-ps1
ENSMUSG00000062081	14	48698809	48699487	-	protein_coding	Gm6055
ENSMUSG00000026154	1	24002777	24012495	-	protein_coding	1110058L19Rik
ENSMUSG00000025014	19	41103764	41134013	+	protein_coding	Dntt
ENSMUSG00000022111	14	102053183	102095341	+	protein_coding	Uchl3
ENSMUSG00000027368	2	127161894	127164112	+	protein_coding	Dusp2
ENSMUSG00000018474	11	69156774	69182928	-	protein_coding	Chd3
ENSMUSG00000034445	19	10651943	10669758	+	protein_coding	Cybasc3
ENSMUSG00000074203	8	87246905	87250743	+	protein_coding	G430095P16Rik
ENSMUSG00000094777	NA	NA	NA	NA	NA	NA
ENSMUSG00000096255	NA	NA	NA	NA	NA	NA
ENSMUSG00000082498	4	126472716	126473659	-	pseudogene	Gm12937
ENSMUSG00000069300	13	22135082	22135545	+	protein_coding	Hist1h2bj
ENSMUSG00000036256	5	77778264	77837070	-	protein_coding	Igfbp7
ENSMUSG00000042834	18	33596672	33623683	-	protein_coding	D0H4S114
ENSMUSG00000037868	10	66998222	67004936	+	protein_coding	Egr2
ENSMUSG00000102301	NA	NA	NA	NA	NA	NA
ENSMUSG00000028597	4	108072994	108079566	-	protein_coding	Gpx7
ENSMUSG00000030147	6	122999979	123021573	+	protein_coding	Clec4b1
ENSMUSG00000025150	11	120590802	120593428	-	protein_coding	Cbr2
ENSMUSG00000026417	1	132723260	132748826	+	protein_coding	Pigr
ENSMUSG00000029373	5	91201460	91202407	+	protein_coding	Pf4
ENSMUSG00000089967	1	167078954	167079080	-	pseudogene	Gm16550
ENSMUSG00000000214	7	150078656	150117033	-	protein_coding	Th
ENSMUSG00000021917	14	31813011	31814858	-	protein_coding	Spcs1
ENSMUSG00000038776	1	182906285	182951035	-	protein_coding	Ephx1
ENSMUSG00000019820	10	12101985	12589163	-	protein_coding	Utrn
ENSMUSG00000026358	1	146091101	146096372	-	protein_coding	Rgs1
ENSMUSG00000025857	5	139626176	139662464	+	protein_coding	Heatr2
ENSMUSG00000003346	10	80046393	80053086	-	protein_coding	Fam108a
ENSMUSG00000085139	X	140588237	140600817	+	processed_transcript	A730046J19Rik
ENSMUSG00000102232	NA	NA	NA	NA	NA	NA
ENSMUSG00000061410	8	124122602	124176801	-	protein_coding	Zcchc14
ENSMUSG00000030114	6	122220613	122232900	-	protein_coding	Klrg1
ENSMUSG00000009654	10	58885705	58904526	-	protein_coding	Oit3
ENSMUSG00000059741	9	110666149	110672308	+	protein_coding	Myl3
ENSMUSG00000031513	8	35198625	35210087	-	protein_coding	Leprotl1
ENSMUSG00000096719	NA	NA	NA	NA	NA	NA
ENSMUSG00000090843	12	85310737	85321431	-	protein_coding	Gm17673
ENSMUSG00000059647	1	58703451	58705161	+	protein_coding	Gm10068
ENSMUSG00000022439	15	84154455	84173408	+	protein_coding	Parvg
ENSMUSG00000027869	3	98609426	98618366	-	protein_coding	Hsd3b6
ENSMUSG00000027699	3	26996143	27052800	-	protein_coding	Ect2
ENSMUSG00000096108	NA	NA	NA	NA	NA	NA
ENSMUSG00000083365	4	122132452	122132678	+	pseudogene	Gm12895
ENSMUSG00000083558	4	121870821	121871047	+	pseudogene	Gm12896
ENSMUSG00000031636	8	46970838	47004900	+	protein_coding	Pdlim3
ENSMUSG00000079794	NT_166280	135394	136519	-	protein_coding	AC125149.3
ENSMUSG00000069609	11	114882041	114888326	-	protein_coding	Gm11710
ENSMUSG00000045288	11	115176505	115183355	-	protein_coding	Ush1g
ENSMUSG00000002504	17	24776226	24787250	-	protein_coding	Slc9a3r2
ENSMUSG00000045954	1	51345969	51359803	+	protein_coding	Sdpr
ENSMUSG00000038151	10	44156982	44248307	-	protein_coding	Prdm1
ENSMUSG00000023079	5	134833538	134932581	-	protein_coding	Gtf2ird1
ENSMUSG00000019773	10	4540940	4547381	+	protein_coding	Fbxo5
ENSMUSG00000031955	8	114234366	114267748	-	protein_coding	Bcar1
ENSMUSG00000016255	2	174276195	174283383	+	protein_coding	Tubb1
ENSMUSG00000024378	18	33359008	33373516	-	protein_coding	Stard4
ENSMUSG00000066180	7	133442915	133443456	-	protein_coding	Gm10155
ENSMUSG00000020737	11	115358666	115375701	-	protein_coding	Hn1
ENSMUSG00000020953	12	52694360	52706760	+	protein_coding	Coch
ENSMUSG00000104679	NA	NA	NA	NA	NA	NA
ENSMUSG00000087412	7	100327492	100328179	-	processed_transcript	Gm15501
ENSMUSG00000028832	4	134024234	134029758	+	protein_coding	Stmn1
ENSMUSG00000081281	X	34208211	34209008	+	pseudogene	Gm6274
ENSMUSG00000067482	19	13153310	13153825	-	protein_coding	Olfr1456-ps1
ENSMUSG00000071266	17	22561188	22593656	+	protein_coding	Zfp946
ENSMUSG00000041915	18	31919533	31942381	+	protein_coding	Ammecr1l
ENSMUSG00000081451	11	77355634	77356582	+	pseudogene	Gm12734
ENSMUSG00000080875	5	9260944	9261388	-	pseudogene	Gm7332
ENSMUSG00000068349	15	74643883	74649245	-	protein_coding	Gml
ENSMUSG00000043065	16	44347233	44388610	+	protein_coding	Spice1
ENSMUSG00000074521	2	177631800	177640489	+	protein_coding	Gm14327
ENSMUSG00000094561	NA	NA	NA	NA	NA	NA
ENSMUSG00000113949	NA	NA	NA	NA	NA	NA
ENSMUSG00000055493	10	11063201	11179442	+	protein_coding	Epm2a
ENSMUSG00000043498	18	89462893	89466621	-	pseudogene	9330132A10Rik
ENSMUSG00000079523	6	72907340	72908742	-	protein_coding	Tmsb10
ENSMUSG00000031377	X	160630773	160696125	-	protein_coding	Bmx
ENSMUSG00000031842	8	73247618	73275085	+	protein_coding	Pde4c
ENSMUSG00000026837	2	27741944	27895034	+	protein_coding	Col5a1
ENSMUSG00000041000	4	128560823	128588572	+	protein_coding	Trim62
ENSMUSG00000078185	1	177616618	177618484	-	protein_coding	Chml
ENSMUSG00000025889	6	60681566	60779849	-	protein_coding	Snca
ENSMUSG00000020125	10	79349056	79350961	+	protein_coding	Elane
ENSMUSG00000082245	X	102336187	102337282	+	pseudogene	Gm6292
ENSMUSG00000056054	3	90472992	90473956	+	protein_coding	S100a8
ENSMUSG00000021478	13	54146554	54151027	-	protein_coding	Drd1a
ENSMUSG00000032126	9	44144432	44152311	-	protein_coding	Hmbs
ENSMUSG00000021792	14	41807028	41827077	-	protein_coding	5730469M10Rik
ENSMUSG00000024012	17	29469016	29484849	-	protein_coding	Mtch1
ENSMUSG00000069305	13	21923635	21924065	-	protein_coding	Hist1h4n
ENSMUSG00000000318	11	69980124	69984336	+	protein_coding	Clec10a
ENSMUSG00000076937	16	19198493	19200444	-	protein_coding	Iglc2
ENSMUSG00000036968	5	138628712	138635146	+	protein_coding	Cnpy4
ENSMUSG00000099764	NA	NA	NA	NA	NA	NA
ENSMUSG00000095794	NA	NA	NA	NA	NA	NA
ENSMUSG00000090077	2	181114782	181118333	+	protein_coding	Lime1
ENSMUSG00000026496	1	182499085	182531384	+	protein_coding	Parp1
ENSMUSG00000041857	19	11741949	11765640	-	protein_coding	Oosp1
ENSMUSG00000091938	4	41941479	41943464	-	protein_coding	Gm2442
ENSMUSG00000047881	5	64300134	64360144	-	protein_coding	Rell1
ENSMUSG00000036093	2	52253470	52280421	-	protein_coding	Arl5a
ENSMUSG00000025169	11	121038904	121066025	-	protein_coding	1110031I02Rik
ENSMUSG00000021013	12	100158783	100221448	+	protein_coding	Ttc8
ENSMUSG00000073198	12	18223403	18224060	+	pseudogene	Gm10480
ENSMUSG00000000303	8	109127250	109194146	+	protein_coding	Cdh1
ENSMUSG00000028859	4	125701793	125722219	+	protein_coding	Csf3r
ENSMUSG00000000838	X	65931715	65971138	+	protein_coding	Fmr1
ENSMUSG00000024793	4	151490042	151494228	+	protein_coding	Tnfrsf25
ENSMUSG00000093838	NA	NA	NA	NA	NA	NA
ENSMUSG00000072582	11	86497486	86505959	+	protein_coding	Ptrh2
ENSMUSG00000027611	2	155576852	155581207	+	protein_coding	Procr
ENSMUSG00000099398	NA	NA	NA	NA	NA	NA
ENSMUSG00000047992	18	84889410	84909828	+	protein_coding	Fam69c
ENSMUSG00000056234	14	32973050	32993041	+	protein_coding	Ncoa4
ENSMUSG00000055271	12	104645031	104646030	-	protein_coding	9330161L09Rik
ENSMUSG00000030409	7	19669197	19679170	+	protein_coding	Dmpk
ENSMUSG00000052658	9	120486462	120487189	+	protein_coding	5830454E08Rik
ENSMUSG00000014776	8	107800346	107805839	+	protein_coding	Nol3
ENSMUSG00000029810	6	48783809	48791373	-	protein_coding	Tmem176b
ENSMUSG00000061603	12	53800369	54252002	+	protein_coding	Akap6
ENSMUSG00000107505	NA	NA	NA	NA	NA	NA
ENSMUSG00000042271	X	138661312	138674235	+	protein_coding	Nxt2
ENSMUSG00000099719	NA	NA	NA	NA	NA	NA
ENSMUSG00000040797	6	121322947	121423696	-	protein_coding	Iqsec3
ENSMUSG00000006154	7	4412275	4431006	+	protein_coding	Eps8l1
ENSMUSG00000025491	7	148153119	148155724	+	protein_coding	Ifitm1
ENSMUSG00000101355	NA	NA	NA	NA	NA	NA
ENSMUSG00000023940	17	53814110	53828658	-	protein_coding	Sgol1
ENSMUSG00000046223	7	25247518	25260892	+	protein_coding	Plaur
ENSMUSG00000029166	5	31117013	31168479	+	protein_coding	Mapre3
ENSMUSG00000018796	8	47556394	47621405	+	protein_coding	Acsl1
ENSMUSG00000091491	17	19051285	19085035	+	protein_coding	Vmn2r97
ENSMUSG00000041354	17	34066487	34074632	+	protein_coding	Rgl2
ENSMUSG00000020388	11	53868429	53882516	-	protein_coding	Pdlim4
ENSMUSG00000047617	2	25310660	25316614	-	protein_coding	BC029214
ENSMUSG00000095753	NA	NA	NA	NA	NA	NA
ENSMUSG00000060512	5	64203733	64290858	+	protein_coding	0610040J01Rik
ENSMUSG00000052376	12	35558426	35559525	-	protein_coding	4921508M14Rik
ENSMUSG00000076609	6	70676428	70676751	+	IG_C_gene	Igkc
ENSMUSG00000094194	NA	NA	NA	NA	NA	NA
ENSMUSG00000020422	11	8331654	8564538	-	protein_coding	Tns3
ENSMUSG00000049103	9	124016688	124028296	+	protein_coding	Ccr2
ENSMUSG00000074909	19	29882597	29887464	-	protein_coding	Ranbp6
ENSMUSG00000029279	5	107760177	107816077	+	protein_coding	Brdt
ENSMUSG00000095105	NA	NA	NA	NA	NA	NA
ENSMUSG00000034855	5	92775663	92777915	-	protein_coding	Cxcl10
ENSMUSG00000027579	2	180940266	180947890	-	protein_coding	Srms
ENSMUSG00000040430	11	107069205	107332034	-	protein_coding	Pitpnc1
ENSMUSG00000082128	4	14097212	14098058	+	pseudogene	Gm11824
ENSMUSG00000028670	4	135524138	135528541	-	protein_coding	Lypla2
ENSMUSG00000110699	NA	NA	NA	NA	NA	NA
ENSMUSG00000067719	5	24087289	24087680	-	pseudogene	Gm10221
ENSMUSG00000070868	4	111904849	111973073	+	protein_coding	Skint3
ENSMUSG00000014470	8	124990046	124999964	-	protein_coding	Rnf166
ENSMUSG00000071540	14	33472953	33477192	-	protein_coding	3425401B19Rik
ENSMUSG00000093954	NA	NA	NA	NA	NA	NA
ENSMUSG00000023147	16	96367013	96379459	+	protein_coding	Wrb
ENSMUSG00000105231	NA	NA	NA	NA	NA	NA
ENSMUSG00000076570	6	69893179	69893642	-	IG_V_gene	Igkv12-38
ENSMUSG00000026836	2	58241054	58419568	-	protein_coding	Acvr1
ENSMUSG00000031494	8	3743394	3748984	-	protein_coding	Cd209a
ENSMUSG00000023367	6	48791481	48795363	+	protein_coding	Tmem176a
ENSMUSG00000032796	17	68046604	68171985	+	protein_coding	Lama1
ENSMUSG00000060678	13	23789928	23790323	-	protein_coding	Hist1h4c
ENSMUSG00000096780	NA	NA	NA	NA	NA	NA
ENSMUSG00000038587	10	5987072	6080212	-	protein_coding	Akap12
ENSMUSG00000030615	7	97599209	97605739	-	protein_coding	Tmem126a
ENSMUSG00000020810	11	116506908	116515627	-	protein_coding	Cygb
ENSMUSG00000033287	15	78258993	78269339	+	protein_coding	Kctd17
ENSMUSG00000108772	NA	NA	NA	NA	NA	NA
ENSMUSG00000018567	11	69804644	69808453	+	protein_coding	Gabarap
ENSMUSG00000042826	11	69609569	69615359	-	protein_coding	Fgf11
ENSMUSG00000083076	4	79649299	79649818	-	pseudogene	Gm11408
ENSMUSG00000074743	2	148230206	148233924	-	protein_coding	Thbd
ENSMUSG00000040502	10	126492066	126497240	-	protein_coding	March9
ENSMUSG00000032258	9	83283899	83334734	-	protein_coding	Lca5
